api,download,1
05123341190000,Completed,96067
05123341200000,Completed,96068
05095063260000,Completed,96069
05123341210000,Completed,96070
05071098820000,Completed,96071
05123341220000,Completed,96072
05123341230000,Completed,96073
05123341240000,Completed,96074
05123341250000,Completed,96075
05095063270000,Completed,96076
05123341260000,Completed,96077
05045209140000,Completed,96078
05123341270000,Completed,96079
05095063280000,Completed,96080
05045209150000,Completed,96081
05045209160000,Completed,96082
05045209170000,Completed,96083
05123341280000,Completed,96084
05123341290000,Completed,96085
05123341300000,Completed,96086
05045209180000,Completed,96087
05045209190000,Completed,96088
05045209200000,Completed,96089
05045209210000,Completed,96090
05045209220000,Completed,96091
05045209230000,Completed,96092
05045209240000,Completed,96093
05045209250000,Completed,96094
05045209260000,Completed,96095
05045209270000,Completed,96096
05045209280000,Completed,96097
05045209290000,Completed,96098
05045209300000,Completed,96099
05045209310000,Completed,96100
05095063290000,Completed,96101
05123341310000,Completed,96102
05123341320000,Completed,96103
05045209320000,Completed,96104
05045209330000,Completed,96105
05045209340000,Completed,96106
05005071710000,Completed,96107
05045209350000,Completed,96108
05045209360000,Completed,96109
05045209370000,Completed,96110
05045209380000,Completed,96111
05045209390000,Completed,96112
05123341330000,Completed,96113
05005071720000,Completed,96114
05045209400000,Completed,96115
05095063300000,Completed,96116
05045209410000,Completed,96117
05123341340000,Completed,96118
05067098660000,Completed,96119
05123341350000,Completed,96120
05007063080000,Completed,96121
05123341360000,Completed,96122
05123341370000,Completed,96123
05123341380000,Completed,96124
05123341390000,Completed,96125
05123341400000,Completed,96126
05107062420000,Completed,96127
05123341410000,Completed,96128
05123341420000,Completed,96129
05123341430000,Completed,96130
05123341440000,Completed,96131
05007063090000,Completed,96132
05123341450000,Completed,96133
05123341460000,Completed,96134
05123341470000,Completed,96135
05123341480000,Completed,96136
05123341490000,Completed,96137
05123341500000,Completed,96138
05123341510000,Completed,96139
05123341520000,Completed,96140
05123341530000,Completed,96141
05123341540000,Completed,96142
05123341550000,Completed,96143
05123341560000,Completed,96144
05123341570000,Completed,96145
05123341580000,Completed,96146
05123341590000,Completed,96147
05123341600000,Completed,96148
05123341610000,Completed,96149
05123341620000,Completed,96150
05123341630000,Completed,96151
05123341640000,Completed,96152
05123341650000,Completed,96153
05123341660000,Completed,96154
05077101640000,Completed,96155
05123341670000,Completed,96156
05123341680000,Completed,96157
05123341690000,Completed,96158
05123341700000,Completed,96159
05123341710000,Completed,96160
05123341720000,Completed,96161
05123341730000,Completed,96162
05123341740000,Completed,96163
05123341750000,Completed,96164
05123341760000,Completed,96165
05123341770000,Completed,96166
05123341780000,Completed,96167
05061068640000,Completed,96168
05123341790000,Completed,96169
05123341800000,Completed,96170
05123341810000,Completed,96171
05123341820000,Completed,96172
05095063310000,Completed,96173
05123341830000,Completed,96174
05071098830000,Completed,96175
05123341840000,Completed,96176
05013066430000,Completed,96177
05013066440000,Completed,96178
05013066450000,Completed,96179
05123341850000,Completed,96180
05013066460000,Completed,96181
05123341860000,Completed,96182
05123341870000,Completed,96183
05123341880000,Completed,96184
05123341890000,Completed,96185
05123341900000,Completed,96186
05123341910000,Completed,96187
05045209420000,Completed,96188
05073064580000,Completed,96189
05045209430000,Completed,96190
05045209440000,Completed,96191
05043062050000,Completed,96192
05043062060000,Completed,96193
05045209450000,Completed,96194
05045209460000,Completed,96195
05045209470000,Completed,96196
05045209480000,Completed,96197
05045209490000,Completed,96198
05043062070000,Completed,96199
05045209500000,Completed,96200
05045209510000,Completed,96201
05045209520000,Completed,96202
05045209530000,Completed,96203
05045209540000,Completed,96204
05045209550000,Completed,96205
05081076690000,Completed,96206
05045209560000,Completed,96207
05045209570000,Completed,96208
05045209580000,Completed,96209
05045209590000,Completed,96210
05045209600000,Completed,96211
05045209610000,Completed,96212
05045209620000,Completed,96213
05045209630000,Completed,96214
05045209640000,Completed,96215
05045209650000,Completed,96216
05045209660000,Completed,96217
05045209670000,Completed,96218
05123341920000,Completed,96219
05045209680000,Completed,96220
05123341930000,Completed,96221
05045209690000,Completed,96222
05045209700000,Completed,96223
05123341940000,Completed,96224
05045209710000,Completed,96225
05123341950000,Completed,96226
05045209720000,Completed,96227
05045209730000,Completed,96228
05123341960000,Completed,96229
05071098840000,Completed,96230
05045209740000,Completed,96231
05071098850000,Completed,96232
05045209750000,Completed,96233
05045209760000,Completed,96234
05081076700000,Completed,96235
05095063320000,Completed,96236
05123341970000,Completed,96237
05123341980000,Completed,96238
05123341990000,Completed,96239
05073064590000,Completed,96240
05123342000000,Completed,96241
05045209770000,Completed,96242
05123342010000,Completed,96243
05045209780000,Completed,96244
05095063330000,Completed,96245
05123342020000,Completed,96246
05123342030000,Completed,96247
05095063340000,Completed,96248
05123342040000,Completed,96249
05123342050000,Completed,96250
05123342060000,Completed,96251
05095063350000,Completed,96252
05095063360000,Completed,96253
05123342070000,Completed,96254
05123342080000,Completed,96255
05123342090000,Completed,96256
05123342100000,Completed,96257
05123342110000,Completed,96258
05123342120000,Completed,96259
05123342130000,Completed,96260
05123342140000,Completed,96261
05123342150000,Completed,96262
05123342160000,Completed,96263
05123342170000,Completed,96264
05123342180000,Completed,96265
05095063370000,Completed,96266
05123342190000,Completed,96267
05123342200000,Completed,96268
05123342210000,Completed,96269
05095063380000,Completed,96270
05123342220000,Completed,96271
05095063390000,Completed,96272
05123342230000,Completed,96273
05123342240000,Completed,96274
05123342250000,Completed,96275
05095063400000,Completed,96276
05095063410000,Completed,96277
05045209790000,Completed,96278
05095063420000,Completed,96279
05123342260000,Completed,96280
05123342270000,Completed,96281
05123342280000,Completed,96282
05123342290000,Completed,96283
05123342300000,Completed,96284
05123342310000,Completed,96285
05123342320000,Completed,96286
05123342330000,Completed,96287
05123342340000,Completed,96288
05123342350000,Completed,96289
05123342360000,Completed,96290
05123342370000,Completed,96291
05123342380000,Completed,96292
05123342390000,Completed,96293
05123342400000,Completed,96294
05095063430000,Completed,96295
05123342410000,Completed,96296
05045209800000,Completed,96297
05045209810000,Completed,96298
05045209820000,Completed,96299
05045209830000,Completed,96300
05045209840000,Completed,96301
05045209850000,Completed,96302
05045209860000,Completed,96303
05045209870000,Completed,96304
05045209880000,Completed,96305
05045209890000,Completed,96306
05045209900000,Completed,96307
05045209910000,Completed,96308
05045209920000,Completed,96309
05045209930000,Completed,96310
05045209940000,Completed,96311
05045209950000,Completed,96312
05045209960000,Completed,96313
05045209970000,Completed,96314
05045209980000,Completed,96315
05045209990000,Completed,96316
05045210000000,Completed,96317
05045210010000,Completed,96318
05045210020000,Completed,96319
05045210030000,Completed,96320
05045210040000,Completed,96321
05045210050000,Completed,96322
05045210060000,Completed,96323
05045210070000,Completed,96324
05045210080000,Completed,96325
05045210090000,Completed,96326
05045210100000,Completed,96327
05045210110000,Completed,96328
05045210120000,Completed,96329
05045210130000,Completed,96330
05045210140000,Completed,96331
05045210150000,Completed,96332
05045210160000,Completed,96333
05045210170000,Completed,96334
05045210180000,Completed,96335
05123342420000,Completed,96336
05123342430000,Completed,96337
05045210190000,Completed,96338
05045210200000,Completed,96339
05045210210000,Completed,96340
05045210220000,Completed,96341
05045210230000,Completed,96342
05081076710000,Completed,96343
05045210240000,Completed,96344
05045210250000,Completed,96345
05045210260000,Completed,96346
05123342440000,Completed,96347
05045210270000,Completed,96348
05045210280000,Completed,96349
05045210290000,Completed,96350
05123342450000,Completed,96351
05123342460000,Completed,96352
05123342470000,Completed,96353
05123342480000,Completed,96354
05081076720000,Interupted,96355
05125119820000,Completed,96356
05123342490000,Completed,96357
05123342500000,Completed,96358
05123342510000,Completed,96359
05123342520000,Completed,96360
05123342530000,Completed,96361
05123342540000,Completed,96362
05123342550000,Completed,96363
05123342560000,Completed,96364
05123342570000,Completed,96365
05125119830000,Completed,96366
05123342580000,Completed,96367
05123342590000,Completed,96368
05123342600000,Completed,96369
05125119840000,Completed,96370
05123342610000,Completed,96371
05125119850000,Completed,96372
05123342620000,Completed,96373
05123342630000,Completed,96374
05123342640000,Completed,96375
05043062080000,Completed,96376
05123342650000,Completed,96377
05095063440000,Completed,96378
05123342660000,Completed,96379
05123342670000,Completed,96380
05123342680000,Completed,96381
05123342690000,Completed,96382
05123342700000,Completed,96383
05045210300000,Completed,96384
05045210310000,Completed,96385
05045210320000,Completed,96386
05077101650000,Completed,96387
05045210330000,Completed,96388
05045210340000,Completed,96389
05045210350000,Completed,96390
05045210360000,Completed,96391
05071098860000,Completed,96392
05123342710000,Completed,96393
05045210370000,Completed,96394
05071098870000,Completed,96395
05045210380000,Completed,96396
05045210390000,Completed,96397
05045210400000,Completed,96398
05045210410000,Completed,96399
05045210420000,Completed,96400
05045210430000,Completed,96401
05123342720000,Completed,96402
05045210440000,Completed,96403
05045210450000,Completed,96404
05123342730000,Completed,96405
05123342740000,Completed,96406
05095063450000,Completed,96407
05123342750000,Completed,96408
05123342760000,Completed,96409
05043062090000,Completed,96410
05123342770000,Completed,96411
05043062100000,Completed,96412
05123342780000,Completed,96413
05123342790000,Completed,96414
05095063460000,Completed,96415
05123342800000,Completed,96416
05123342810000,Completed,96417
05123342820000,Completed,96418
05123342830000,Completed,96419
05043062110000,Completed,96420
05123342840000,Completed,96421
05095063470000,Completed,96422
05095063480000,Completed,96423
05095063490000,Completed,96424
05123342850000,Completed,96425
05095063500000,Completed,96426
05123342860000,Completed,96427
05123342870000,Completed,96428
05123342880000,Completed,96429
05123342890000,Completed,96430
05077101660000,Completed,96431
05001097330000,Completed,96432
05123342900000,Completed,96433
05123342910000,Completed,96434
05123342920000,Completed,96435
05123342930000,Completed,96436
05123342940000,Completed,96437
05123342950000,Completed,96438
05123342960000,Completed,96439
05123342970000,Completed,96440
05123342980000,Completed,96441
05123342990000,Completed,96442
05123343000000,Completed,96443
05123343010000,Completed,96444
05123343020000,Completed,96445
05123343030000,Completed,96446
05123343040000,Completed,96447
05123343050000,Completed,96448
05071098880000,Completed,96449
05123343060000,Completed,96450
05071098890000,Completed,96451
05123343070000,Completed,96452
05123343080000,Completed,96453
05123343090000,Completed,96454
05071098900000,Completed,96455
05071098910000,Completed,96456
05123343100000,Completed,96457
05123343110000,Completed,96458
05123343120000,Completed,96459
05123343130000,Completed,96460
05123343140000,Completed,96461
05123343150000,Completed,96462
05123343160000,Completed,96463
05103118850000,NA,96464
05123343170000,Completed,96465
05123343180000,Completed,96466
05081076730000,Completed,96467
05123343190000,Completed,96468
05123343200000,Completed,96469
05123343210000,Completed,96470
05123343220000,Completed,96471
05095063510000,Completed,96472
05095063520000,Completed,96473
05123343230000,Completed,96474
05123343240000,Completed,96475
05123343250000,Completed,96476
05123343260000,Completed,96477
05123343270000,Completed,96478
05095063530000,Completed,96479
05095063540000,Completed,96480
05123343280000,Completed,96481
05043062120000,Completed,96482
05043062130000,Completed,96483
05045210460000,Completed,96484
05045210470000,Completed,96485
05123343290000,Completed,96486
05045210480000,Completed,96487
05045210490000,Completed,96488
05123343300000,Completed,96489
05045210500000,Completed,96490
05045210510000,Completed,96491
05045210520000,Completed,96492
05045210530000,Completed,96493
05045210540000,Completed,96494
05045210550000,Completed,96495
05045210560000,Completed,96496
05045210570000,Completed,96497
05045210580000,Completed,96498
05045210590000,Completed,96499
05045210600000,Completed,96500
05045210610000,Completed,96501
05045210620000,Completed,96502
05123343310000,Completed,96503
05125119860000,Completed,96504
05013066470000,Completed,96505
05125119870000,Completed,96506
05123343320000,Completed,96507
05071098920000,Completed,96508
05071098930000,Completed,96509
05013066480000,Completed,96510
05123343330000,Completed,96511
05107062430000,Completed,96512
05095063550000,Completed,96513
05071098940000,Completed,96514
05123343340000,Completed,96515
05095063560000,Completed,96516
05123343350000,Completed,96517
05081076740000,Completed,96518
05123343360000,Completed,96519
05123343370000,Completed,96520
05123343380000,Completed,96521
05123343390000,Completed,96522
05123343400000,Completed,96523
05123343410000,Completed,96524
05123343420000,Completed,96525
05123343430000,Completed,96526
05123343440000,Completed,96527
05123343450000,Completed,96528
05017077060000,Completed,96529
05017077070000,Completed,96530
05017077080000,Completed,96531
05005071730000,Completed,96532
05125119880000,Completed,96533
05123343460000,Completed,96534
05123343470000,Completed,96535
05125119890000,Completed,96536
05071098950000,Completed,96537
05125119900000,Completed,96538
05073064600000,Completed,96539
05081076750000,Completed,96540
05081076760000,Completed,96541
05081076770000,Completed,96542
05123343480000,Completed,96543
05123343490000,Completed,96544
05123343500000,Completed,96545
05103118860000,NA,96546
05123343510000,Completed,96547
05123343520000,Completed,96548
05123343530000,Completed,96549
05123343540000,Completed,96550
05123343550000,Completed,96551
05081076780000,Completed,96552
05123343560000,Completed,96553
05123343570000,Completed,96554
05123343580000,Completed,96555
05125119910000,Completed,96556
05125119920000,Completed,96557
05123343590000,Completed,96558
05123343600000,Completed,96559
05123343610000,Completed,96560
05123343620000,Completed,96561
05123343630000,Completed,96562
05123343640000,Completed,96563
05123343650000,Completed,96564
05123343660000,Completed,96565
05123343670000,Completed,96566
05123343680000,Completed,96567
05123343690000,Completed,96568
05123343700000,Completed,96569
05123343710000,Completed,96570
05123343720000,Completed,96571
05123343730000,Completed,96572
05123343740000,Completed,96573
05123343750000,Completed,96574
05123343760000,Completed,96575
05123343770000,Completed,96576
05095063570000,Completed,96577
05123343780000,Completed,96578
05095063580000,Completed,96579
05095063590000,Completed,96580
05123343790000,Completed,96581
05095063600000,Completed,96582
05123343800000,Completed,96583
05123343810000,Completed,96584
05123343820000,Completed,96585
05081076790000,Completed,96586
05081076800000,Completed,96587
05095063610000,Completed,96588
05123343830000,Completed,96589
05103118870000,NA,96590
05123343840000,Completed,96591
05123343850000,Completed,96592
05123343860000,Completed,96593
05123343870000,Completed,96594
05123343880000,Completed,96595
05123343890000,Completed,96596
05121110120000,Completed,96597
05095063620000,Completed,96598
05095063630000,Completed,96599
05095063640000,Completed,96600
05123343900000,Completed,96601
05123343910000,Completed,96602
05123343920000,Completed,96603
05123343930000,Completed,96604
05123343940000,Completed,96605
05123343950000,Completed,96606
05123343960000,Completed,96607
05123343970000,Completed,96608
05077101670000,Completed,96609
05077101680000,Completed,96610
05077101690000,Completed,96611
05123343980000,Completed,96612
05123343990000,Completed,96613
05123344000000,Completed,96614
05123344010000,Completed,96615
05123344020000,Completed,96616
05123344030000,Completed,96617
05123344040000,Completed,96618
05123344050000,Completed,96619
05123344060000,Completed,96620
05123344070000,Completed,96621
05123344080000,Completed,96622
05123344090000,Completed,96623
05103118880000,NA,96624
05123344100000,Completed,96625
05123344110000,Completed,96626
05095063650000,Completed,96627
05123344120000,Completed,96628
05123344130000,Completed,96629
05077101700000,Completed,96630
05121110130000,Completed,96631
05081076810000,Completed,96632
05123344140000,Completed,96633
05123344150000,Completed,96634
05077101710000,Completed,96635
05077101720000,Completed,96636
05123344160000,Completed,96637
05123344170000,Completed,96638
05123344180000,Completed,96639
05077101730000,Completed,96640
05123344190000,Completed,96641
05095063660000,Completed,96642
05123344200000,Completed,96643
05077101740000,Completed,96644
05077101750000,Completed,96645
05103118890000,NA,96646
05123344210000,Completed,96647
05123344220000,Completed,96648
05123344230000,Completed,96649
05123344240000,Completed,96650
05125119930000,Completed,96651
05123344250000,Completed,96652
05123344260000,Completed,96653
05067098670000,Completed,96654
05123344270000,Completed,96655
05123344280000,Completed,96656
05125119940000,Completed,96657
05123344290000,Completed,96658
05123344300000,Completed,96659
05081076820000,Completed,96660
05081076830000,Completed,96661
05123344310000,Completed,96662
05067098680000,Completed,96663
05067098690000,Completed,96664
05123344320000,Completed,96665
05125119950000,Completed,96666
05125119960000,Completed,96667
05125119970000,Completed,96668
05095063670000,Completed,96669
05123344330000,Completed,96670
05123344340000,Completed,96671
05095063680000,Completed,96672
05017077090000,Completed,96673
05013066490000,Completed,96674
05123344350000,Completed,96675
05013066500000,Completed,96676
05123344360000,Completed,96677
05013066510000,Completed,96678
05123344370000,Completed,96679
05013066520000,Completed,96680
05013066530000,Completed,96681
05123344380000,Completed,96682
05123344390000,Completed,96683
05123344400000,Completed,96684
05123344410000,Completed,96685
05123344420000,Completed,96686
05013066540000,Completed,96687
05123344430000,Completed,96688
05123344440000,Completed,96689
05123344450000,Completed,96690
05123344460000,Completed,96691
05123344470000,Completed,96692
05123344480000,Completed,96693
05123344490000,Completed,96694
05123344500000,Completed,96695
05123344510000,Completed,96696
05123344520000,Completed,96697
05123344530000,Completed,96698
05123344540000,Completed,96699
05123344550000,Completed,96700
05123344560000,Completed,96701
05125119980000,Completed,96702
05125119990000,Completed,96703
05123344570000,Completed,96704
05095063690000,Completed,96705
05125120000000,Completed,96706
05125120010000,Completed,96707
05123344580000,Completed,96708
05123344590000,Completed,96709
05123344600000,Completed,96710
05075093970000,Completed,96711
05125120020000,Completed,96712
05123344610000,Completed,96713
05095063700000,Completed,96714
05125120030000,Completed,96715
05125120040000,Completed,96716
05125120050000,Completed,96717
05123344620000,Completed,96718
05123344630000,Completed,96719
05123344640000,Completed,96720
05123344650000,Completed,96721
05123344660000,Completed,96722
05123344670000,Completed,96723
05123344680000,Completed,96724
05123344690000,Completed,96725
05123344700000,Completed,96726
05123344710000,Completed,96727
05123344720000,Completed,96728
05123344730000,Completed,96729
05123344740000,Completed,96730
05123344750000,Completed,96731
05123344760000,Completed,96732
05123344770000,Completed,96733
05123344780000,Completed,96734
05123344790000,Completed,96735
05123344800000,Completed,96736
05123344810000,Completed,96737
05123344820000,Completed,96738
05123344830000,Completed,96739
05123344840000,Completed,96740
05123344850000,Completed,96741
05123344860000,Completed,96742
05123344870000,Completed,96743
05123344880000,Completed,96744
05123344890000,Completed,96745
05081076840000,Completed,96746
05123344900000,Completed,96747
05123344910000,Completed,96748
05123344920000,Completed,96749
05123344930000,Completed,96750
05123344940000,Completed,96751
05123344950000,Completed,96752
05123344960000,Completed,96753
05081076850000,Completed,96754
05081076860000,Completed,96755
05123344970000,Completed,96756
05123344980000,Completed,96757
05123344990000,Completed,96758
05081076870000,Completed,96759
05081076880000,Completed,96760
05081076890000,Completed,96761
05123345000000,Completed,96762
05123345010000,Completed,96763
05123345020000,Completed,96764
05123345030000,Completed,96765
05123345040000,Completed,96766
05123345050000,Completed,96767
05123345060000,Completed,96768
05123345070000,Completed,96769
05081076900000,Completed,96770
05123345080000,Completed,96771
05123345090000,Completed,96772
05123345100000,Completed,96773
05123345110000,Completed,96774
05123345120000,Completed,96775
05123345130000,Completed,96776
05123345140000,Completed,96777
05123345150000,Completed,96778
05123345160000,Completed,96779
05045210630000,Completed,96780
05123345170000,Completed,96781
05123345180000,Completed,96782
05123345190000,Completed,96783
05123345200000,Completed,96784
05123345210000,Completed,96785
05123345220000,Completed,96786
05123345230000,Completed,96787
05077101760000,Completed,96788
05077101770000,Completed,96789
05077101780000,Completed,96790
05125120060000,Completed,96791
05125120070000,Completed,96792
05077400150000,Completed,96793
05077400160000,Completed,96794
05077400170000,Completed,96795
05123345240000,Completed,96796
05045210640000,Completed,96797
05123345250000,Completed,96798
05123345260000,Completed,96799
05123345270000,Completed,96800
05123345280000,Completed,96801
05045210650000,Completed,96802
05045210660000,Completed,96803
05045210670000,Completed,96804
05045210680000,Completed,96805
05045210690000,Completed,96806
05045210700000,Completed,96807
05045210710000,Completed,96808
05045210720000,Completed,96809
05045210730000,Completed,96810
05045210740000,Completed,96811
05045210750000,Completed,96812
05045210760000,Completed,96813
05045210770000,Completed,96814
05045210780000,Completed,96815
05045210790000,Completed,96816
05045210800000,Completed,96817
05045210810000,Completed,96818
05045210820000,Completed,96819
05045210830000,Completed,96820
05045210840000,Completed,96821
05045210850000,Completed,96822
05045210860000,Completed,96823
05045210870000,Completed,96824
05045210880000,Completed,96825
05045210890000,Completed,96826
05045210900000,Completed,96827
05045210910000,Completed,96828
05045210920000,Completed,96829
05045210930000,Completed,96830
05123345290000,Completed,96831
05125120080000,Completed,96832
05125120090000,Completed,96833
05125120100000,Completed,96834
05103118900000,NA,96835
05045210940000,Completed,96836
05045210950000,Completed,96837
05045210960000,Completed,96838
05045210970000,Completed,96839
05103118910000,NA,96840
05103118920000,NA,96841
05123345300000,Completed,96842
05123345310000,Completed,96843
05123345320000,Completed,96844
05123345330000,Completed,96845
05123345340000,Completed,96846
05123345350000,Completed,96847
05123345360000,Completed,96848
05123345370000,Completed,96849
05123345380000,Completed,96850
05123345390000,Completed,96851
05123345400000,Completed,96852
05123345410000,Completed,96853
05125120110000,Completed,96854
05123345420000,Completed,96855
05123345430000,Completed,96856
05045210980000,Completed,96857
05045210990000,Completed,96858
05045211000000,Completed,96859
05045211010000,Completed,96860
05045211020000,Completed,96861
05045211030000,Completed,96862
05033061700000,Completed,96863
05045211040000,Completed,96864
05045211050000,Completed,96865
05045211060000,Completed,96866
05045211070000,Completed,96867
05045211080000,Completed,96868
05123345440000,Completed,96869
05045211090000,Completed,96870
05045211100000,Completed,96871
05045211110000,Completed,96872
05123345450000,Completed,96873
05045211120000,Completed,96874
05045211130000,Completed,96875
05045211140000,Completed,96876
05045211150000,Completed,96877
05045211160000,Completed,96878
05077101790000,Completed,96879
05045211170000,Completed,96880
05077101800000,Completed,96881
05045211180000,Completed,96882
05077101810000,Completed,96883
05045211190000,Completed,96884
05045211200000,Completed,96885
05045211210000,Completed,96886
05125120120000,Completed,96887
05045211220000,Completed,96888
05045211230000,Completed,96889
05081076910000,Completed,96890
05077101820000,Completed,96891
05123345460000,Completed,96892
05125120130000,Completed,96893
05123345470000,Completed,96894
05123345480000,Completed,96895
05123345490000,Completed,96896
05123345500000,Completed,96897
05061068650000,Completed,96898
05061068660000,Completed,96899
05123345510000,Completed,96900
05077101830000,Completed,96901
05123345520000,Completed,96902
05077101840000,Completed,96903
05001097340000,Completed,96904
05123345530000,Completed,96905
05001097350000,Completed,96906
05123345540000,Completed,96907
05123345550000,Completed,96908
05077101850000,Completed,96909
05077101860000,Completed,96910
05045211240000,Completed,96911
05123345560000,Completed,96912
05123345570000,Completed,96913
05123345580000,Completed,96914
05123345590000,Completed,96915
05123345600000,Completed,96916
05123345610000,Completed,96917
05013066550000,Completed,96918
05013066560000,Completed,96919
05013066570000,Completed,96920
05095063710000,Completed,96921
05045211250000,Completed,96922
05067098700000,Completed,96923
05067098710000,Completed,96924
05123345620000,Completed,96925
05123345630000,Completed,96926
05123345640000,Completed,96927
05123345650000,Completed,96928
05123345660000,Completed,96929
05123345670000,Completed,96930
05123345680000,Completed,96931
05123345690000,Completed,96932
05123345700000,Completed,96933
05123345710000,Completed,96934
05123345720000,Completed,96935
05123345730000,Completed,96936
05123345740000,Completed,96937
05123345750000,Completed,96938
05123345760000,Completed,96939
05123345770000,Completed,96940
05123345780000,Completed,96941
05123345790000,Completed,96942
05123345800000,Completed,96943
05123345810000,Completed,96944
05123345820000,Completed,96945
05123345830000,Completed,96946
05123345840000,Completed,96947
05123345850000,Completed,96948
05123345860000,Completed,96949
05123345870000,Completed,96950
05123345880000,Completed,96951
05123345890000,Completed,96952
05123345900000,Completed,96953
05123345910000,Completed,96954
05123345920000,Completed,96955
05123345930000,Completed,96956
05073064610000,Completed,96957
05073064620000,Completed,96958
05103118930000,NA,96959
05103118940000,NA,96960
05125120140000,Completed,96961
05045211260000,Completed,96962
05103118950000,NA,96963
05045211270000,Completed,96964
05103118960000,NA,96965
05103118970000,NA,96966
05103118980000,NA,96967
05045211280000,Completed,96968
05045211290000,Completed,96969
05103118990000,NA,96970
05103119000000,NA,96971
05103119010000,NA,96972
05103119020000,NA,96973
05103119030000,NA,96974
05081076920000,Completed,96975
05045211300000,Completed,96976
05103119040000,NA,96977
05125120150000,Completed,96978
05125120160000,Completed,96979
05125120170000,Completed,96980
05123345940000,Completed,96981
05125120180000,Completed,96982
05029061100000,Completed,96983
05125120190000,Completed,96984
05123345950000,Completed,96985
05123345960000,Completed,96986
05125120200000,Completed,96987
05123345970000,Completed,96988
05125120210000,Completed,96989
05123345980000,Completed,96990
05123345990000,Completed,96991
05123346000000,Completed,96992
05123346010000,Completed,96993
05125120220000,Completed,96994
05125120230000,Completed,96995
05123346020000,Completed,96996
05125120240000,Completed,96997
05125120250000,Completed,96998
05081076930000,Completed,96999
05107062440000,Completed,97000
05123346030000,Completed,97001
05123346040000,Completed,97002
05123346050000,Completed,97003
05123346060000,Completed,97004
05123346070000,Completed,97005
05123346080000,Completed,97006
05123346090000,Completed,97007
05095063720000,Completed,97008
05095063730000,Completed,97009
05123346100000,Completed,97010
05123346110000,Completed,97011
05095063740000,Completed,97012
05123346120000,Completed,97013
05087081650000,Completed,97014
05081076940000,Completed,97015
05123346130000,Completed,97016
05125120260000,Completed,97017
05123346140000,Completed,97018
05095063750000,Completed,97019
05123346150000,Completed,97020
05123346160000,Completed,97021
05123346170000,Completed,97022
05123346180000,Completed,97023
05123346190000,Completed,97024
05123346200000,Completed,97025
05123346210000,Completed,97026
05125120270000,Completed,97027
05125120280000,Completed,97028
05123346220000,Completed,97029
05125120290000,Completed,97030
05081076950000,Completed,97031
05081076960000,Completed,97032
05123346230000,Completed,97033
05081076970000,Completed,97034
05081076980000,Completed,97035
05123346240000,Completed,97036
05045211310000,Completed,97037
05045211320000,Completed,97038
05045211330000,Completed,97039
05115060950000,Completed,97040
05081076990000,Completed,97041
05123346250000,Completed,97042
05077101870000,Completed,97043
05123346260000,Completed,97044
05045211340000,Completed,97045
05123346270000,Completed,97046
05123346280000,Completed,97047
05123346290000,Completed,97048
05123346300000,Completed,97049
05123346310000,Completed,97050
05123346320000,Completed,97051
05123346330000,Completed,97052
05071098960000,Completed,97053
05095063760000,Completed,97054
05125120300000,Completed,97055
05123346340000,Completed,97056
05123346350000,Completed,97057
05045211350000,Completed,97058
05125120310000,Completed,97059
05123346360000,Completed,97060
05123346370000,Completed,97061
05123346380000,Completed,97062
05123346390000,Completed,97063
05123346400000,Completed,97064
05123346410000,Completed,97065
05123346420000,Completed,97066
05123346430000,Completed,97067
05123346440000,Completed,97068
05123346450000,Completed,97069
05123346460000,Completed,97070
05123346470000,Completed,97071
05123346480000,Completed,97072
05123346490000,Completed,97073
05115060960000,Completed,97074
05123346500000,Completed,97075
05123346510000,Completed,97076
05123346520000,Completed,97077
05123346530000,Completed,97078
05123346540000,Completed,97079
05125120320000,Completed,97080
05095063770000,Completed,97081
05095063780000,Completed,97082
05125120330000,Completed,97083
05095063790000,Completed,97084
05123346550000,Completed,97085
05107062450000,Completed,97086
05123346560000,Completed,97087
05123346570000,Completed,97088
05123346580000,Completed,97089
05057065150000,Completed,97090
05123346590000,Completed,97091
05123346600000,Completed,97092
05123346610000,Completed,97093
05057065160000,Completed,97094
05123346620000,Completed,97095
05123346630000,Completed,97096
05123346640000,Completed,97097
05123346650000,Completed,97098
05123346660000,Completed,97099
05123346670000,Completed,97100
05081077000000,Completed,97101
05123346680000,Completed,97102
05123346690000,Completed,97103
05081077010000,Completed,97104
05081077020000,Completed,97105
05123346700000,Completed,97106
05123346710000,Completed,97107
05095063800000,Completed,97108
05123346720000,Completed,97109
05045211360000,Completed,97110
05045211370000,Completed,97111
05045211380000,Completed,97112
05045211390000,Completed,97113
05045211400000,Completed,97114
05045211410000,Completed,97115
05045211420000,Completed,97116
05045211430000,Completed,97117
05045211440000,Completed,97118
05045211450000,Completed,97119
05045211460000,Completed,97120
05045211470000,Completed,97121
05045211480000,Completed,97122
05045211490000,Completed,97123
05045211500000,Completed,97124
05045211510000,Completed,97125
05071098970000,Completed,97126
05123346730000,Completed,97127
05123346740000,Completed,97128
05123346750000,Completed,97129
05103119050000,NA,97130
05103119060000,NA,97131
05123346760000,Completed,97132
05123346770000,Completed,97133
05123346780000,Completed,97134
05123346790000,Completed,97135
05123346800000,Completed,97136
05123346810000,Completed,97137
05123346820000,Completed,97138
05123346830000,Completed,97139
05123346840000,Completed,97140
05057065170000,Completed,97141
05123346850000,Completed,97142
05123346860000,Completed,97143
05081077030000,Completed,97144
